"Partida"	"Puerta seleccionada"	"Puerta descubierta"	"Realizacion de cambio"	"Puerta final"	"Ganancia obtenida"
"7080"	"7080"	"A"	"C"	"Si"	"B"	"Coche"
"7081"	"7081"	"C"	"B"	"Si"	"A"	"Coche"
"7082"	"7082"	"B"	"C"	"No"	"B"	"Cabra"
"7083"	"7083"	"B"	"C"	"Si"	"A"	"Cabra"
"7084"	"7084"	"A"	"C"	"No"	"A"	"Cabra"
"7085"	"7085"	"C"	"A"	"Si"	"B"	"Cabra"
"7086"	"7086"	"C"	"A"	"Si"	"B"	"Coche"
"7087"	"7087"	"B"	"A"	"Si"	"C"	"Cabra"
"7088"	"7088"	"A"	"C"	"Si"	"B"	"Cabra"
"7089"	"7089"	"B"	"C"	"Si"	"A"	"Coche"
"7090"	"7090"	"C"	"A"	"No"	"C"	"Coche"
"7091"	"7091"	"A"	"B"	"Si"	"C"	"Coche"
"7092"	"7092"	"A"	"B"	"No"	"A"	"Cabra"
"7093"	"7093"	"A"	"B"	"Si"	"C"	"Coche"
"7094"	"7094"	"B"	"A"	"No"	"B"	"Cabra"
"7095"	"7095"	"B"	"C"	"Si"	"A"	"Coche"
"7096"	"7096"	"B"	"A"	"No"	"B"	"Cabra"
"7097"	"7097"	"B"	"C"	"Si"	"A"	"Coche"
"7098"	"7098"	"B"	"A"	"Si"	"C"	"Cabra"
"7099"	"7099"	"B"	"A"	"No"	"B"	"Cabra"
"7100"	"7100"	"C"	"A"	"Si"	"B"	"Cabra"
"7101"	"7101"	"B"	"A"	"No"	"B"	"Cabra"
"7102"	"7102"	"A"	"C"	"Si"	"B"	"Cabra"
"7103"	"7103"	"C"	"A"	"No"	"C"	"Coche"
"7104"	"7104"	"C"	"A"	"No"	"C"	"Cabra"
"7105"	"7105"	"C"	"A"	"Si"	"B"	"Coche"
"7106"	"7106"	"A"	"C"	"Si"	"B"	"Coche"
"7107"	"7107"	"C"	"B"	"Si"	"A"	"Coche"
"7108"	"7108"	"C"	"B"	"No"	"C"	"Cabra"
"7109"	"7109"	"C"	"B"	"No"	"C"	"Coche"
"7110"	"7110"	"A"	"C"	"No"	"A"	"Cabra"
"7111"	"7111"	"C"	"A"	"Si"	"B"	"Coche"
"7112"	"7112"	"C"	"B"	"Si"	"A"	"Coche"
"7113"	"7113"	"C"	"A"	"No"	"C"	"Cabra"
"7114"	"7114"	"B"	"C"	"No"	"B"	"Coche"
"7115"	"7115"	"B"	"A"	"No"	"B"	"Cabra"
"7116"	"7116"	"B"	"A"	"Si"	"C"	"Coche"
"7117"	"7117"	"B"	"C"	"Si"	"A"	"Coche"
"7118"	"7118"	"C"	"B"	"No"	"C"	"Coche"
"7119"	"7119"	"B"	"A"	"Si"	"C"	"Cabra"
"7120"	"7120"	"B"	"C"	"Si"	"A"	"Coche"
"7121"	"7121"	"C"	"B"	"No"	"C"	"Coche"
"7122"	"7122"	"B"	"C"	"Si"	"A"	"Coche"
"7123"	"7123"	"A"	"B"	"No"	"A"	"Cabra"
"7124"	"7124"	"B"	"A"	"Si"	"C"	"Coche"
"7125"	"7125"	"A"	"C"	"Si"	"B"	"Coche"
"7126"	"7126"	"A"	"C"	"No"	"A"	"Cabra"
"7127"	"7127"	"C"	"B"	"No"	"C"	"Coche"
"7128"	"7128"	"C"	"B"	"No"	"C"	"Cabra"
"7129"	"7129"	"A"	"C"	"Si"	"B"	"Cabra"
"7130"	"7130"	"B"	"C"	"Si"	"A"	"Cabra"
"7131"	"7131"	"B"	"A"	"Si"	"C"	"Coche"
"7132"	"7132"	"C"	"A"	"No"	"C"	"Cabra"
"7133"	"7133"	"B"	"C"	"Si"	"A"	"Cabra"
"7134"	"7134"	"A"	"C"	"No"	"A"	"Cabra"
"7135"	"7135"	"B"	"A"	"Si"	"C"	"Cabra"
"7136"	"7136"	"A"	"B"	"No"	"A"	"Cabra"
"7137"	"7137"	"A"	"C"	"Si"	"B"	"Coche"
"7138"	"7138"	"A"	"B"	"No"	"A"	"Cabra"
"7139"	"7139"	"C"	"B"	"Si"	"A"	"Cabra"
"7140"	"7140"	"A"	"C"	"Si"	"B"	"Cabra"
"7141"	"7141"	"B"	"A"	"No"	"B"	"Cabra"
"7142"	"7142"	"B"	"A"	"Si"	"C"	"Cabra"
"7143"	"7143"	"C"	"B"	"No"	"C"	"Coche"
"7144"	"7144"	"C"	"B"	"No"	"C"	"Coche"
"7145"	"7145"	"B"	"C"	"No"	"B"	"Cabra"
"7146"	"7146"	"B"	"C"	"No"	"B"	"Coche"
"7147"	"7147"	"B"	"A"	"No"	"B"	"Coche"
"7148"	"7148"	"B"	"A"	"Si"	"C"	"Coche"
"7149"	"7149"	"C"	"A"	"No"	"C"	"Cabra"
"7150"	"7150"	"B"	"A"	"Si"	"C"	"Coche"
"7151"	"7151"	"B"	"A"	"No"	"B"	"Cabra"
"7152"	"7152"	"C"	"A"	"No"	"C"	"Coche"
"7153"	"7153"	"A"	"C"	"No"	"A"	"Cabra"
"7154"	"7154"	"C"	"A"	"No"	"C"	"Cabra"
"7155"	"7155"	"B"	"C"	"Si"	"A"	"Coche"
"7156"	"7156"	"A"	"C"	"No"	"A"	"Cabra"
"7157"	"7157"	"B"	"A"	"No"	"B"	"Cabra"
"7158"	"7158"	"A"	"C"	"Si"	"B"	"Coche"
"7159"	"7159"	"B"	"A"	"Si"	"C"	"Coche"
"7160"	"7160"	"C"	"A"	"No"	"C"	"Cabra"
"7161"	"7161"	"B"	"C"	"Si"	"A"	"Cabra"
"7162"	"7162"	"A"	"C"	"No"	"A"	"Cabra"
"7163"	"7163"	"B"	"A"	"Si"	"C"	"Coche"
"7164"	"7164"	"C"	"A"	"Si"	"B"	"Cabra"
"7165"	"7165"	"C"	"B"	"Si"	"A"	"Coche"
"7166"	"7166"	"B"	"C"	"No"	"B"	"Cabra"
"7167"	"7167"	"C"	"B"	"Si"	"A"	"Cabra"
"7168"	"7168"	"B"	"C"	"Si"	"A"	"Cabra"
"7169"	"7169"	"B"	"A"	"No"	"B"	"Cabra"
"7170"	"7170"	"C"	"A"	"Si"	"B"	"Cabra"
"7171"	"7171"	"C"	"B"	"No"	"C"	"Cabra"
"7172"	"7172"	"C"	"A"	"No"	"C"	"Cabra"
"7173"	"7173"	"A"	"B"	"Si"	"C"	"Coche"
"7174"	"7174"	"C"	"A"	"Si"	"B"	"Coche"
"7175"	"7175"	"C"	"B"	"Si"	"A"	"Cabra"
"7176"	"7176"	"B"	"A"	"No"	"B"	"Coche"
"7177"	"7177"	"B"	"A"	"Si"	"C"	"Coche"
"7178"	"7178"	"A"	"B"	"No"	"A"	"Coche"
"7179"	"7179"	"A"	"C"	"Si"	"B"	"Coche"
"7180"	"7180"	"C"	"A"	"Si"	"B"	"Cabra"
"7181"	"7181"	"B"	"A"	"Si"	"C"	"Coche"
"7182"	"7182"	"B"	"C"	"Si"	"A"	"Cabra"
"7183"	"7183"	"C"	"A"	"Si"	"B"	"Coche"
"7184"	"7184"	"C"	"B"	"No"	"C"	"Cabra"
"7185"	"7185"	"C"	"B"	"No"	"C"	"Cabra"
"7186"	"7186"	"B"	"C"	"No"	"B"	"Coche"
"7187"	"7187"	"B"	"C"	"No"	"B"	"Cabra"
"7188"	"7188"	"B"	"A"	"Si"	"C"	"Coche"
"7189"	"7189"	"B"	"C"	"Si"	"A"	"Coche"
"7190"	"7190"	"A"	"C"	"Si"	"B"	"Cabra"
"7191"	"7191"	"B"	"C"	"No"	"B"	"Cabra"
"7192"	"7192"	"C"	"A"	"Si"	"B"	"Coche"
"7193"	"7193"	"B"	"C"	"Si"	"A"	"Coche"
"7194"	"7194"	"B"	"A"	"No"	"B"	"Coche"
"7195"	"7195"	"C"	"B"	"No"	"C"	"Coche"
"7196"	"7196"	"A"	"C"	"No"	"A"	"Coche"
"7197"	"7197"	"C"	"B"	"No"	"C"	"Cabra"
"7198"	"7198"	"C"	"B"	"Si"	"A"	"Coche"
"7199"	"7199"	"C"	"B"	"Si"	"A"	"Coche"
"7200"	"7200"	"B"	"C"	"Si"	"A"	"Coche"
"7201"	"7201"	"B"	"C"	"Si"	"A"	"Coche"
"7202"	"7202"	"C"	"A"	"No"	"C"	"Coche"
"7203"	"7203"	"A"	"B"	"Si"	"C"	"Coche"
"7204"	"7204"	"C"	"B"	"Si"	"A"	"Coche"
"7205"	"7205"	"C"	"A"	"Si"	"B"	"Coche"
"7206"	"7206"	"C"	"A"	"Si"	"B"	"Cabra"
"7207"	"7207"	"C"	"B"	"No"	"C"	"Coche"
"7208"	"7208"	"B"	"A"	"Si"	"C"	"Cabra"
"7209"	"7209"	"B"	"A"	"Si"	"C"	"Coche"
"7210"	"7210"	"B"	"A"	"No"	"B"	"Cabra"
"7211"	"7211"	"A"	"C"	"No"	"A"	"Cabra"
"7212"	"7212"	"B"	"A"	"Si"	"C"	"Coche"
"7213"	"7213"	"B"	"C"	"Si"	"A"	"Coche"
"7214"	"7214"	"C"	"B"	"Si"	"A"	"Coche"
"7215"	"7215"	"A"	"B"	"No"	"A"	"Cabra"
"7216"	"7216"	"C"	"B"	"No"	"C"	"Cabra"
"7217"	"7217"	"C"	"B"	"Si"	"A"	"Coche"
"7218"	"7218"	"A"	"B"	"No"	"A"	"Cabra"
"7219"	"7219"	"B"	"A"	"No"	"B"	"Cabra"
"7220"	"7220"	"C"	"A"	"No"	"C"	"Coche"
"7221"	"7221"	"A"	"C"	"No"	"A"	"Cabra"
"7222"	"7222"	"A"	"C"	"No"	"A"	"Cabra"
"7223"	"7223"	"B"	"C"	"No"	"B"	"Coche"
"7224"	"7224"	"A"	"B"	"No"	"A"	"Cabra"
"7225"	"7225"	"C"	"B"	"Si"	"A"	"Coche"
"7226"	"7226"	"C"	"B"	"Si"	"A"	"Coche"
"7227"	"7227"	"C"	"B"	"Si"	"A"	"Coche"
"7228"	"7228"	"B"	"A"	"Si"	"C"	"Coche"
"7229"	"7229"	"A"	"C"	"No"	"A"	"Cabra"
"7230"	"7230"	"A"	"C"	"No"	"A"	"Cabra"
"7231"	"7231"	"C"	"A"	"Si"	"B"	"Cabra"
"7232"	"7232"	"A"	"B"	"Si"	"C"	"Coche"
"7233"	"7233"	"C"	"B"	"No"	"C"	"Cabra"
"7234"	"7234"	"A"	"B"	"No"	"A"	"Cabra"
"7235"	"7235"	"B"	"A"	"Si"	"C"	"Coche"
"7236"	"7236"	"A"	"B"	"No"	"A"	"Cabra"
"7237"	"7237"	"C"	"B"	"Si"	"A"	"Coche"
"7238"	"7238"	"A"	"C"	"No"	"A"	"Cabra"
"7239"	"7239"	"C"	"A"	"Si"	"B"	"Coche"
"7240"	"7240"	"A"	"B"	"Si"	"C"	"Cabra"
"7241"	"7241"	"A"	"C"	"No"	"A"	"Coche"
"7242"	"7242"	"B"	"C"	"No"	"B"	"Coche"
"7243"	"7243"	"A"	"B"	"Si"	"C"	"Cabra"
"7244"	"7244"	"A"	"B"	"No"	"A"	"Cabra"
"7245"	"7245"	"C"	"B"	"No"	"C"	"Cabra"
"7246"	"7246"	"B"	"A"	"Si"	"C"	"Coche"
"7247"	"7247"	"C"	"A"	"Si"	"B"	"Cabra"
"7248"	"7248"	"B"	"A"	"Si"	"C"	"Coche"
"7249"	"7249"	"B"	"A"	"Si"	"C"	"Coche"
"7250"	"7250"	"B"	"C"	"Si"	"A"	"Coche"
"7251"	"7251"	"B"	"C"	"Si"	"A"	"Coche"
"7252"	"7252"	"C"	"B"	"Si"	"A"	"Coche"
"7253"	"7253"	"A"	"C"	"Si"	"B"	"Coche"
"7254"	"7254"	"B"	"C"	"No"	"B"	"Cabra"
"7255"	"7255"	"C"	"A"	"No"	"C"	"Coche"
"7256"	"7256"	"C"	"B"	"No"	"C"	"Cabra"
"7257"	"7257"	"A"	"C"	"Si"	"B"	"Coche"
"7258"	"7258"	"C"	"A"	"No"	"C"	"Coche"
"7259"	"7259"	"B"	"A"	"No"	"B"	"Cabra"
"7260"	"7260"	"C"	"A"	"No"	"C"	"Cabra"
"7261"	"7261"	"B"	"C"	"Si"	"A"	"Coche"
"7262"	"7262"	"A"	"C"	"No"	"A"	"Coche"
"7263"	"7263"	"A"	"B"	"Si"	"C"	"Cabra"
"7264"	"7264"	"A"	"B"	"No"	"A"	"Coche"
"7265"	"7265"	"C"	"B"	"Si"	"A"	"Coche"
"7266"	"7266"	"B"	"C"	"No"	"B"	"Coche"
"7267"	"7267"	"C"	"A"	"Si"	"B"	"Coche"
"7268"	"7268"	"C"	"B"	"Si"	"A"	"Coche"
"7269"	"7269"	"A"	"C"	"No"	"A"	"Cabra"
"7270"	"7270"	"A"	"C"	"No"	"A"	"Cabra"
"7271"	"7271"	"B"	"A"	"Si"	"C"	"Coche"
"7272"	"7272"	"A"	"B"	"Si"	"C"	"Coche"
"7273"	"7273"	"C"	"A"	"No"	"C"	"Cabra"
"7274"	"7274"	"B"	"A"	"Si"	"C"	"Coche"
"7275"	"7275"	"B"	"C"	"Si"	"A"	"Coche"
"7276"	"7276"	"A"	"C"	"No"	"A"	"Cabra"
"7277"	"7277"	"C"	"A"	"No"	"C"	"Cabra"
"7278"	"7278"	"A"	"C"	"No"	"A"	"Cabra"
"7279"	"7279"	"C"	"A"	"No"	"C"	"Cabra"
"7280"	"7280"	"B"	"C"	"Si"	"A"	"Coche"
"7281"	"7281"	"B"	"C"	"Si"	"A"	"Coche"
"7282"	"7282"	"B"	"A"	"No"	"B"	"Cabra"
"7283"	"7283"	"A"	"C"	"Si"	"B"	"Cabra"
"7284"	"7284"	"B"	"A"	"No"	"B"	"Cabra"
"7285"	"7285"	"A"	"B"	"Si"	"C"	"Coche"
"7286"	"7286"	"B"	"C"	"Si"	"A"	"Cabra"
"7287"	"7287"	"C"	"B"	"Si"	"A"	"Cabra"
"7288"	"7288"	"C"	"B"	"No"	"C"	"Cabra"
"7289"	"7289"	"B"	"A"	"Si"	"C"	"Coche"
"7290"	"7290"	"C"	"A"	"No"	"C"	"Coche"
"7291"	"7291"	"C"	"B"	"Si"	"A"	"Coche"
"7292"	"7292"	"A"	"C"	"No"	"A"	"Cabra"
"7293"	"7293"	"A"	"B"	"No"	"A"	"Coche"
"7294"	"7294"	"C"	"B"	"Si"	"A"	"Cabra"
"7295"	"7295"	"C"	"B"	"No"	"C"	"Coche"
"7296"	"7296"	"C"	"A"	"Si"	"B"	"Coche"
"7297"	"7297"	"B"	"C"	"No"	"B"	"Cabra"
"7298"	"7298"	"B"	"C"	"Si"	"A"	"Cabra"
"7299"	"7299"	"C"	"B"	"Si"	"A"	"Cabra"
"7300"	"7300"	"A"	"C"	"No"	"A"	"Cabra"
"7301"	"7301"	"B"	"A"	"Si"	"C"	"Cabra"
"7302"	"7302"	"B"	"C"	"Si"	"A"	"Cabra"
"7303"	"7303"	"A"	"C"	"Si"	"B"	"Cabra"
"7304"	"7304"	"A"	"B"	"Si"	"C"	"Cabra"
"7305"	"7305"	"C"	"A"	"No"	"C"	"Cabra"
"7306"	"7306"	"A"	"C"	"No"	"A"	"Cabra"
"7307"	"7307"	"B"	"C"	"No"	"B"	"Cabra"
"7308"	"7308"	"B"	"A"	"Si"	"C"	"Cabra"
"7309"	"7309"	"C"	"B"	"No"	"C"	"Cabra"
"7310"	"7310"	"B"	"A"	"No"	"B"	"Cabra"
"7311"	"7311"	"A"	"C"	"Si"	"B"	"Cabra"
"7312"	"7312"	"B"	"A"	"No"	"B"	"Cabra"
"7313"	"7313"	"C"	"B"	"No"	"C"	"Cabra"
"7314"	"7314"	"C"	"B"	"No"	"C"	"Coche"
"7315"	"7315"	"B"	"C"	"Si"	"A"	"Cabra"
"7316"	"7316"	"C"	"B"	"No"	"C"	"Cabra"
"7317"	"7317"	"A"	"C"	"Si"	"B"	"Coche"
"7318"	"7318"	"B"	"C"	"Si"	"A"	"Coche"
"7319"	"7319"	"C"	"A"	"No"	"C"	"Cabra"
"7320"	"7320"	"A"	"C"	"No"	"A"	"Coche"
"7321"	"7321"	"A"	"B"	"No"	"A"	"Coche"
"7322"	"7322"	"C"	"B"	"No"	"C"	"Coche"
"7323"	"7323"	"C"	"B"	"No"	"C"	"Cabra"
"7324"	"7324"	"C"	"B"	"No"	"C"	"Cabra"
"7325"	"7325"	"C"	"B"	"Si"	"A"	"Coche"
"7326"	"7326"	"A"	"B"	"No"	"A"	"Cabra"
"7327"	"7327"	"A"	"C"	"Si"	"B"	"Coche"
"7328"	"7328"	"B"	"A"	"Si"	"C"	"Coche"
"7329"	"7329"	"C"	"A"	"No"	"C"	"Cabra"
"7330"	"7330"	"C"	"A"	"No"	"C"	"Cabra"
"7331"	"7331"	"C"	"A"	"Si"	"B"	"Coche"
"7332"	"7332"	"A"	"B"	"Si"	"C"	"Coche"
"7333"	"7333"	"C"	"B"	"Si"	"A"	"Coche"
"7334"	"7334"	"B"	"A"	"No"	"B"	"Coche"
"7335"	"7335"	"A"	"B"	"No"	"A"	"Cabra"
"7336"	"7336"	"B"	"A"	"No"	"B"	"Cabra"
"7337"	"7337"	"C"	"B"	"Si"	"A"	"Coche"
"7338"	"7338"	"B"	"C"	"No"	"B"	"Cabra"
"7339"	"7339"	"B"	"C"	"No"	"B"	"Cabra"
"7340"	"7340"	"C"	"A"	"No"	"C"	"Cabra"
"7341"	"7341"	"C"	"A"	"No"	"C"	"Coche"
"7342"	"7342"	"C"	"B"	"Si"	"A"	"Coche"
"7343"	"7343"	"C"	"A"	"No"	"C"	"Cabra"
"7344"	"7344"	"C"	"A"	"Si"	"B"	"Coche"
"7345"	"7345"	"B"	"C"	"Si"	"A"	"Coche"
"7346"	"7346"	"C"	"A"	"No"	"C"	"Coche"
"7347"	"7347"	"C"	"A"	"No"	"C"	"Coche"
"7348"	"7348"	"B"	"C"	"No"	"B"	"Cabra"
"7349"	"7349"	"B"	"A"	"Si"	"C"	"Coche"
"7350"	"7350"	"A"	"B"	"Si"	"C"	"Cabra"
"7351"	"7351"	"B"	"A"	"No"	"B"	"Coche"
"7352"	"7352"	"C"	"B"	"No"	"C"	"Cabra"
"7353"	"7353"	"C"	"A"	"Si"	"B"	"Coche"
"7354"	"7354"	"C"	"B"	"Si"	"A"	"Coche"
"7355"	"7355"	"B"	"C"	"Si"	"A"	"Cabra"
"7356"	"7356"	"A"	"C"	"No"	"A"	"Cabra"
"7357"	"7357"	"A"	"B"	"Si"	"C"	"Coche"
"7358"	"7358"	"C"	"A"	"No"	"C"	"Cabra"
"7359"	"7359"	"A"	"B"	"No"	"A"	"Coche"
"7360"	"7360"	"C"	"B"	"No"	"C"	"Cabra"
"7361"	"7361"	"B"	"A"	"No"	"B"	"Cabra"
"7362"	"7362"	"A"	"C"	"No"	"A"	"Cabra"
"7363"	"7363"	"B"	"C"	"Si"	"A"	"Cabra"
"7364"	"7364"	"B"	"C"	"Si"	"A"	"Coche"
"7365"	"7365"	"C"	"B"	"Si"	"A"	"Coche"
"7366"	"7366"	"B"	"A"	"Si"	"C"	"Cabra"
"7367"	"7367"	"A"	"B"	"No"	"A"	"Cabra"
"7368"	"7368"	"A"	"C"	"No"	"A"	"Cabra"
"7369"	"7369"	"B"	"C"	"No"	"B"	"Cabra"
"7370"	"7370"	"C"	"B"	"Si"	"A"	"Coche"
"7371"	"7371"	"C"	"B"	"Si"	"A"	"Coche"
"7372"	"7372"	"A"	"B"	"No"	"A"	"Coche"
"7373"	"7373"	"C"	"B"	"No"	"C"	"Cabra"
"7374"	"7374"	"B"	"A"	"No"	"B"	"Coche"
"7375"	"7375"	"C"	"B"	"No"	"C"	"Coche"
"7376"	"7376"	"B"	"A"	"No"	"B"	"Coche"
"7377"	"7377"	"C"	"A"	"No"	"C"	"Cabra"
"7378"	"7378"	"C"	"B"	"No"	"C"	"Cabra"
"7379"	"7379"	"B"	"A"	"Si"	"C"	"Coche"
"7380"	"7380"	"A"	"B"	"No"	"A"	"Cabra"
"7381"	"7381"	"A"	"B"	"No"	"A"	"Cabra"
"7382"	"7382"	"A"	"C"	"Si"	"B"	"Coche"
"7383"	"7383"	"B"	"C"	"No"	"B"	"Coche"
"7384"	"7384"	"C"	"A"	"No"	"C"	"Cabra"
"7385"	"7385"	"A"	"B"	"Si"	"C"	"Coche"
"7386"	"7386"	"C"	"A"	"Si"	"B"	"Cabra"
"7387"	"7387"	"B"	"A"	"Si"	"C"	"Coche"
"7388"	"7388"	"A"	"C"	"Si"	"B"	"Cabra"
"7389"	"7389"	"A"	"C"	"No"	"A"	"Cabra"
"7390"	"7390"	"A"	"B"	"No"	"A"	"Cabra"
"7391"	"7391"	"C"	"B"	"No"	"C"	"Coche"
"7392"	"7392"	"A"	"C"	"No"	"A"	"Cabra"
"7393"	"7393"	"A"	"C"	"No"	"A"	"Cabra"
"7394"	"7394"	"A"	"C"	"Si"	"B"	"Coche"
"7395"	"7395"	"A"	"B"	"No"	"A"	"Cabra"
"7396"	"7396"	"B"	"C"	"No"	"B"	"Cabra"
"7397"	"7397"	"B"	"C"	"No"	"B"	"Coche"
"7398"	"7398"	"B"	"A"	"No"	"B"	"Cabra"
"7399"	"7399"	"B"	"C"	"No"	"B"	"Cabra"
"7400"	"7400"	"A"	"B"	"Si"	"C"	"Coche"
"7401"	"7401"	"A"	"C"	"No"	"A"	"Coche"
"7402"	"7402"	"A"	"B"	"Si"	"C"	"Coche"
"7403"	"7403"	"B"	"C"	"No"	"B"	"Coche"
"7404"	"7404"	"C"	"B"	"No"	"C"	"Coche"
"7405"	"7405"	"A"	"C"	"Si"	"B"	"Cabra"
"7406"	"7406"	"A"	"C"	"No"	"A"	"Cabra"
"7407"	"7407"	"A"	"C"	"No"	"A"	"Cabra"
"7408"	"7408"	"A"	"B"	"Si"	"C"	"Coche"
"7409"	"7409"	"A"	"B"	"Si"	"C"	"Cabra"
"7410"	"7410"	"C"	"B"	"Si"	"A"	"Coche"
"7411"	"7411"	"C"	"A"	"Si"	"B"	"Cabra"
"7412"	"7412"	"A"	"B"	"Si"	"C"	"Coche"
"7413"	"7413"	"A"	"C"	"No"	"A"	"Coche"
"7414"	"7414"	"B"	"A"	"No"	"B"	"Cabra"
"7415"	"7415"	"B"	"C"	"No"	"B"	"Cabra"
"7416"	"7416"	"A"	"B"	"No"	"A"	"Coche"
"7417"	"7417"	"B"	"C"	"Si"	"A"	"Cabra"
"7418"	"7418"	"A"	"C"	"Si"	"B"	"Coche"
"7419"	"7419"	"B"	"C"	"Si"	"A"	"Cabra"
"7420"	"7420"	"B"	"C"	"Si"	"A"	"Coche"
"7421"	"7421"	"B"	"C"	"Si"	"A"	"Coche"
"7422"	"7422"	"A"	"B"	"No"	"A"	"Cabra"
"7423"	"7423"	"C"	"A"	"No"	"C"	"Cabra"
"7424"	"7424"	"C"	"B"	"Si"	"A"	"Coche"
"7425"	"7425"	"A"	"C"	"Si"	"B"	"Coche"
"7426"	"7426"	"B"	"A"	"No"	"B"	"Cabra"
"7427"	"7427"	"B"	"C"	"No"	"B"	"Cabra"
"7428"	"7428"	"C"	"A"	"No"	"C"	"Coche"
"7429"	"7429"	"B"	"C"	"No"	"B"	"Cabra"
"7430"	"7430"	"A"	"C"	"No"	"A"	"Coche"
"7431"	"7431"	"B"	"C"	"No"	"B"	"Cabra"
"7432"	"7432"	"B"	"C"	"No"	"B"	"Cabra"
"7433"	"7433"	"C"	"A"	"No"	"C"	"Cabra"
"7434"	"7434"	"B"	"A"	"No"	"B"	"Cabra"
"7435"	"7435"	"C"	"B"	"No"	"C"	"Cabra"
"7436"	"7436"	"A"	"C"	"No"	"A"	"Cabra"
"7437"	"7437"	"B"	"A"	"No"	"B"	"Cabra"
"7438"	"7438"	"C"	"A"	"Si"	"B"	"Coche"
"7439"	"7439"	"C"	"A"	"Si"	"B"	"Coche"
"7440"	"7440"	"B"	"C"	"Si"	"A"	"Cabra"
"7441"	"7441"	"A"	"B"	"No"	"A"	"Cabra"
"7442"	"7442"	"C"	"B"	"No"	"C"	"Coche"
"7443"	"7443"	"B"	"C"	"Si"	"A"	"Coche"
"7444"	"7444"	"B"	"C"	"Si"	"A"	"Cabra"
"7445"	"7445"	"A"	"C"	"Si"	"B"	"Coche"
"7446"	"7446"	"A"	"C"	"Si"	"B"	"Coche"
"7447"	"7447"	"B"	"C"	"No"	"B"	"Cabra"
"7448"	"7448"	"A"	"B"	"Si"	"C"	"Cabra"
"7449"	"7449"	"A"	"C"	"No"	"A"	"Cabra"
"7450"	"7450"	"A"	"C"	"Si"	"B"	"Coche"
"7451"	"7451"	"A"	"C"	"No"	"A"	"Cabra"
"7452"	"7452"	"B"	"A"	"No"	"B"	"Coche"
"7453"	"7453"	"A"	"C"	"No"	"A"	"Coche"
"7454"	"7454"	"A"	"B"	"No"	"A"	"Cabra"
"7455"	"7455"	"C"	"B"	"Si"	"A"	"Coche"
"7456"	"7456"	"B"	"C"	"No"	"B"	"Cabra"
"7457"	"7457"	"B"	"C"	"Si"	"A"	"Cabra"
"7458"	"7458"	"A"	"B"	"Si"	"C"	"Coche"
"7459"	"7459"	"A"	"C"	"Si"	"B"	"Cabra"
"7460"	"7460"	"A"	"B"	"No"	"A"	"Cabra"
"7461"	"7461"	"C"	"A"	"Si"	"B"	"Cabra"
"7462"	"7462"	"C"	"A"	"Si"	"B"	"Cabra"
"7463"	"7463"	"A"	"B"	"Si"	"C"	"Coche"
"7464"	"7464"	"B"	"A"	"No"	"B"	"Cabra"
"7465"	"7465"	"C"	"A"	"No"	"C"	"Cabra"
"7466"	"7466"	"C"	"B"	"Si"	"A"	"Coche"
"7467"	"7467"	"C"	"A"	"Si"	"B"	"Coche"
"7468"	"7468"	"B"	"A"	"No"	"B"	"Cabra"
"7469"	"7469"	"B"	"A"	"No"	"B"	"Cabra"
"7470"	"7470"	"B"	"A"	"Si"	"C"	"Cabra"
"7471"	"7471"	"B"	"C"	"No"	"B"	"Coche"
"7472"	"7472"	"A"	"C"	"Si"	"B"	"Coche"
"7473"	"7473"	"C"	"B"	"Si"	"A"	"Cabra"
"7474"	"7474"	"A"	"C"	"Si"	"B"	"Coche"
"7475"	"7475"	"B"	"A"	"Si"	"C"	"Coche"
"7476"	"7476"	"C"	"A"	"Si"	"B"	"Coche"
"7477"	"7477"	"A"	"C"	"Si"	"B"	"Coche"
"7478"	"7478"	"A"	"C"	"No"	"A"	"Coche"
"7479"	"7479"	"A"	"B"	"Si"	"C"	"Coche"
"7480"	"7480"	"C"	"A"	"Si"	"B"	"Coche"
"7481"	"7481"	"C"	"A"	"No"	"C"	"Cabra"
"7482"	"7482"	"A"	"B"	"No"	"A"	"Cabra"
"7483"	"7483"	"A"	"C"	"Si"	"B"	"Cabra"
"7484"	"7484"	"B"	"C"	"No"	"B"	"Cabra"
"7485"	"7485"	"C"	"B"	"No"	"C"	"Coche"
"7486"	"7486"	"A"	"B"	"No"	"A"	"Cabra"
"7487"	"7487"	"C"	"B"	"Si"	"A"	"Coche"
"7488"	"7488"	"B"	"C"	"Si"	"A"	"Cabra"
"7489"	"7489"	"A"	"C"	"No"	"A"	"Cabra"
"7490"	"7490"	"C"	"A"	"Si"	"B"	"Coche"
"7491"	"7491"	"A"	"C"	"No"	"A"	"Cabra"
"7492"	"7492"	"B"	"C"	"No"	"B"	"Coche"
"7493"	"7493"	"B"	"C"	"Si"	"A"	"Coche"
"7494"	"7494"	"A"	"B"	"Si"	"C"	"Coche"
"7495"	"7495"	"C"	"A"	"Si"	"B"	"Cabra"
"7496"	"7496"	"B"	"A"	"No"	"B"	"Coche"
"7497"	"7497"	"A"	"C"	"Si"	"B"	"Cabra"
"7498"	"7498"	"A"	"B"	"Si"	"C"	"Cabra"
"7499"	"7499"	"C"	"B"	"Si"	"A"	"Coche"
"7500"	"7500"	"B"	"C"	"Si"	"A"	"Cabra"
"7501"	"7501"	"C"	"A"	"Si"	"B"	"Coche"
